Course Code,Major/Minor Name,URL
GC-ARTS,Classical Studies and Archaeology,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-5/print
GC-ARTS,Creative Writing,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-6/print
GC-ARTS,Criminology,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-7/print
GC-ARTS,Development Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-8/print
GC-ARTS,Digital Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-22/print
GC-ARTS,English and Theatre Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-9/print
GC-ARTS,French,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-23/print
GC-ARTS,Gender Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-10/print
GC-ARTS,Hebrew and Jewish Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-11/print
GC-ARTS,History,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-12/print
GC-ARTS,History and Philosophy of Science,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-13/print
GC-ARTS,Indigenous Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-4/print
GC-ARTS,Islamic Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-14/print
GC-ARTS,Linguistics and Applied Linguistics,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-15/print
GC-ARTS,Media and Communications,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-16/print
GC-ARTS,Philosophy,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-17/print
GC-ARTS,Politics and International Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-18/print
GC-ARTS,Screen and Cultural Studies,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-19/print
GC-ARTS,Sociology,https://handbook.unimelb.edu.au/2024/components/gc-arts-spec-21/print
MC-INTJOUR,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-intjour-entry-3/print
MC-INTJOUR,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-intjour-entry-2/print
MC-INTJOUR,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-intjour-entry-1/print
706AA,200pt Program,https://handbook.unimelb.edu.au/2024/components/706aa-entry-3/print
706AA,150pt Program,https://handbook.unimelb.edu.au/2024/components/706aa-entry-2/print
706AA,100pt Program,https://handbook.unimelb.edu.au/2024/components/706aa-entry-1/print
MC-CMPROP,300pt Program,https://handbook.unimelb.edu.au/2024/components/mc-cmprop-entry-2/print
MC-CMPROP,400pt Program,https://handbook.unimelb.edu.au/2024/components/mc-cmprop-entry-1/print
BH-MUS,Tailored Program,https://handbook.unimelb.edu.au/2024/components/bh-mus-stdopt-1/print
BH-MUS,Performance,https://handbook.unimelb.edu.au/2024/components/bh-mus-infspc-1/print
BH-MUS,Composition,https://handbook.unimelb.edu.au/2024/components/bh-mus-infspc-3/print
BH-MUS,Musicology/Ethnomusicology,https://handbook.unimelb.edu.au/2024/components/bh-mus-infspc-2/print
BH-MUS,Interactive Composition,https://handbook.unimelb.edu.au/2024/components/bh-mus-infspc-4/print
BH-MUS,Jazz & Improvisation,https://handbook.unimelb.edu.au/2024/components/bh-mus-inspc-5/print
MC-TEACHEC,Standard Mode,https://handbook.unimelb.edu.au/2024/components/mc-teachec-stream-1/print
MC-TEACHEC,Extended Mode,https://handbook.unimelb.edu.au/2024/components/mc-teachec-stream-2/print
MC-TEACHEC,Pre-2022 Students,https://handbook.unimelb.edu.au/2024/components/mc-teachec-stream-3/print
MC-TEACHPR,Standard Mode,https://handbook.unimelb.edu.au/2024/components/mc-teachpr-stream-1/print
MC-TEACHPR,Extended Mode,https://handbook.unimelb.edu.au/2024/components/mc-teachpr-stream-2/print
MC-TEACHPR,Pre-2022 Students,https://handbook.unimelb.edu.au/2024/components/mc-teachpr-stream-3/print
MC-TEACHSA,Standard Mode,https://handbook.unimelb.edu.au/2024/components/mc-teachsa-stream-1/print
MC-TEACHSA,Accelerated Mode,https://handbook.unimelb.edu.au/2024/components/mc-teachsa-stream-2/print
MC-TEACHSA,Extended Mode,https://handbook.unimelb.edu.au/2024/components/mc-teachsa-stream-3/print
MC-TEACHSA,Pre-2022 Students,https://handbook.unimelb.edu.au/2024/components/mc-teachsa-stream-4/print
MC-TRANINT,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-tranint-entry-1/print
MC-TRANINT,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-tranint-entry-2/print
MC-MGMT,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmt-entry-1/print
MC-MGMT,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmt-entry-2/print
MC-SCIMAT,Applied Mathematics and Mathematical Biology,https://handbook.unimelb.edu.au/2024/components/mc-scimat-infspc-1/print
MC-SCIMAT,Mathematical Physics and Physical Combinatorics,https://handbook.unimelb.edu.au/2024/components/mc-scimat-infspc-2/print
MC-SCIMAT,Operations Research and Industrial Optimisation,https://handbook.unimelb.edu.au/2024/components/mc-scimat-infspc-3/print
MC-SCIMAT,Pure Mathematics,https://handbook.unimelb.edu.au/2024/components/mc-scimat-infspc-4/print
MC-SCIMAT,Statistics and Stochastic Processes,https://handbook.unimelb.edu.au/2024/components/mc-scimat-infspc-5/print
MC-ELECENG,Autonomous Systems,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-2/print
MC-ELECENG,Business,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-5/print
MC-ELECENG,Intelligent Networks and Communications,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-3/print
MC-ELECENG,Electronics and Embedded Systems,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-4/print
MC-ELECENG,Low Carbon Power Systems,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-1/print
GCA-ARTS,Ancient World Studies,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-1/print
GCA-ARTS,Art History,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-2/print
GCA-ARTS,Principles of Cultural Materials Conservation,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-3/print
GCA-ARTS,Cultural Studies,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-4/print
GCA-ARTS,Development Studies,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-5/print
GCA-ARTS,English and Theatre Studies,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-6/print
GCA-ARTS,French,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-7/print
GCA-ARTS,Gender Studies,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-8/print
GCA-ARTS,German,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-9/print
GCA-ARTS,History,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-10/print
GCA-ARTS,History and Philosophy of Science,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-11/print
GCA-ARTS,Italian,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-12/print
GCA-ARTS,Linguistics and Applied Linguistics,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-13/print
GCA-ARTS,Media and Communications,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-14/print
GCA-ARTS,Philosophy,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-15/print
GCA-ARTS,Politics and International Studies,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-16/print
GCA-ARTS,Public Policy and Management,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-18/print
GCA-ARTS,Screen Studies,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-19/print
GCA-ARTS,Sociology,https://handbook.unimelb.edu.au/2024/components/gca-arts-spec-21/print
MC-MGMTMKT,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmtmkt-entry-1/print
MC-MGMTMKT,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmtmkt-entry-2/print
706AA,200pt Program,https://handbook.unimelb.edu.au/2024/components/706aa-entry-3/print
706AA,150pt Program,https://handbook.unimelb.edu.au/2024/components/706aa-entry-2/print
706AA,100pt Program,https://handbook.unimelb.edu.au/2024/components/706aa-entry-1/print
MC-ARCLARC,300pt Program,https://handbook.unimelb.edu.au/2024/components/mc-arclarc-entry-2/print
MC-ARCLARC,400pt Program,https://handbook.unimelb.edu.au/2024/components/mc-arclarc-entry-1/print
GDA-ARTS,Ancient World Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-1/print
GDA-ARTS,Anthropology,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-2/print
GDA-ARTS,Arabic Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-3/print
GDA-ARTS,Art History,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-4/print
GDA-ARTS,Asian Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-5/print
GDA-ARTS,Chinese Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-7/print
GDA-ARTS,Classics (Ancient Greek and Latin),https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-8/print
GDA-ARTS,Creative Writing,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-9/print
GDA-ARTS,Criminology,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-10/print
GDA-ARTS,Cultural Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-11/print
GDA-ARTS,English and Theatre Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-13/print
GDA-ARTS,French Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-14/print
GDA-ARTS,Gender Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-15/print
GDA-ARTS,German Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-16/print
GDA-ARTS,History,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-17/print
GDA-ARTS,History and Philosophy of Science,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-18/print
GDA-ARTS,Indigenous Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-6/print
GDA-ARTS,Indonesian Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-19/print
GDA-ARTS,Islamic Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-20/print
GDA-ARTS,Italian Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-21/print
GDA-ARTS,Japanese Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-22/print
GDA-ARTS,Linguistics and Applied Linguistics,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-23/print
GDA-ARTS,Media and Communications,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-24/print
GDA-ARTS,Philosophy,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-25/print
GDA-ARTS,Politics and International Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-26/print
GDA-ARTS,Public Policy and Management,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-28/print
GDA-ARTS,Screen Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-29/print
GDA-ARTS,Sociology,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-32/print
GDA-ARTS,Spanish and Latin American Studies,https://handbook.unimelb.edu.au/2024/components/gda-arts-spec-33/print
BH-ARTS,Ancient World Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-1/print
BH-ARTS,Anthropology,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-30/print
BH-ARTS,Arabic Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-2/print
BH-ARTS,Art History,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-3/print
BH-ARTS,Asian Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-4/print
BH-ARTS,Chinese Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-6/print
BH-ARTS,Classics (Ancient Greek and Latin),https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-8/print
BH-ARTS,Creative Writing,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-9/print
BH-ARTS,Criminology,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-10/print
BH-ARTS,Economics,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-29/print
BH-ARTS,English and Theatre,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-11/print
BH-ARTS,French Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-12/print
BH-ARTS,Gender Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-31/print
BH-ARTS,Geography,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-13/print
BH-ARTS,German Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-14/print
BH-ARTS,History,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-15/print
BH-ARTS,History and Philosophy of Science,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-16/print
BH-ARTS,Indigenous Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-5/print
BH-ARTS,Indonesian Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-17/print
BH-ARTS,Islamic Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-infspc-18/print
BH-ARTS,Italian Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-19/print
BH-ARTS,Japanese Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-20/print
BH-ARTS,Media and Communications,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-21/print
BH-ARTS,Linguistics and Applied Linguistics,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-27/print
BH-ARTS,Philosophy,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-22/print
BH-ARTS,Politics and International Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-infspc-23/print
BH-ARTS,Psychology,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-24/print
BH-ARTS,Russian Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-infspc-25/print
BH-ARTS,Screen and Cultural Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-7/print
BH-ARTS,Sociology,https://handbook.unimelb.edu.au/2024/components/bh-arts-infspc-26/print
BH-ARTS,Spanish and Latin American Studies,https://handbook.unimelb.edu.au/2024/components/bh-arts-spec-28/print
MC-ELECENG,Autonomous Systems,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-2/print
MC-ELECENG,Business,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-5/print
MC-ELECENG,Intelligent Networks and Communications,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-3/print
MC-ELECENG,Electronics and Embedded Systems,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-4/print
MC-ELECENG,Low Carbon Power Systems,https://handbook.unimelb.edu.au/2024/components/mc-eleceng-spec-1/print
MC-SCIBIF,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-scibif-entry-2/print
MC-SCIBIF,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-scibif-entry-1/print
MC-APLING,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-apling-entry-3/print
MC-APLING,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-apling-entry-2/print
MC-APLING,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-apling-entry-1/print
MC-CAT,Drama Therapy,https://handbook.unimelb.edu.au/2024/components/mc-cat-spec-1/print
MC-CAT,Dance Movement Therapy,https://handbook.unimelb.edu.au/2024/components/mc-cat-spec-2/print
MC-IT,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-it-entry-3/print
MC-IT,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-it-entry-2/print
MC-IT,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-it-entry-1/print
MC-LI,Disability,https://handbook.unimelb.edu.au/2024/components/mc-li-spec-1/print
MC-LI,Deaf Education,https://handbook.unimelb.edu.au/2024/components/mc-li-spec-2/print
MC-LI,Learning Difficulties,https://handbook.unimelb.edu.au/2024/components/mc-li-spec-3/print
MC-JOURN,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-journ-entry-3/print
MC-JOURN,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-journ-entry-2/print
MC-JOURN,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-journ-entry-1/print
MC-GMCOM,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-gmcom-entry-3/print
MC-GMCOM,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-gmcom-entry-2/print
MC-GMCOM,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-gmcom-entry-1/print
MC-MKTCOMM,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mktcomm-entry-2/print
MC-MKTCOMM,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mktcomm-entry-1/print
MC-MUSPT,Instrumental,https://handbook.unimelb.edu.au/2024/components/mc-muspt-spec-1/print
MC-MUSPT,Studio,https://handbook.unimelb.edu.au/2024/components/mc-muspt-spec-2/print
MR-ARTSTHS,Ancient World Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-1/print
MR-ARTSTHS,Anthropology,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-2/print
MR-ARTSTHS,Applied Philosophy,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-4/print
MR-ARTSTHS,Arabic,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-5/print
MR-ARTSTHS,Archaeology,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-6/print
MR-ARTSTHS,Art History,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-7/print
MR-ARTSTHS,Australian Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-9/print
MR-ARTSTHS,Chinese,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-10/print
MR-ARTSTHS,Classics,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-11/print
MR-ARTSTHS,Criminology,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-13/print
MR-ARTSTHS,Cultural Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-15/print
MR-ARTSTHS,Cultural Materials Conservation,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-14/print
MR-ARTSTHS,Creative Writing,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-12/print
MR-ARTSTHS,Development Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-16/print
MR-ARTSTHS,English Language,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-17/print
MR-ARTSTHS,French Language and Literature,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-18/print
MR-ARTSTHS,Gender Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-19/print
MR-ARTSTHS,German,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-20/print
MR-ARTSTHS,History,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-21/print
MR-ARTSTHS,History and Philosophy of Science,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-22/print
MR-ARTSTHS,Indonesian,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-23/print
MR-ARTSTHS,Islamic Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-24/print
MR-ARTSTHS,Italian,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-25/print
MR-ARTSTHS,Japanese,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-26/print
MR-ARTSTHS,Jewish Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-27/print
MR-ARTSTHS,Journalism,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-28/print
MR-ARTSTHS,Linguistics,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-29/print
MR-ARTSTHS,Media and Communications,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-30/print
MR-ARTSTHS,Philosophy,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-31/print
MR-ARTSTHS,Political Science,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-32/print
MR-ARTSTHS,Russian Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-33/print
MR-ARTSTHS,Screen Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-34/print
MR-ARTSTHS,Socio-Legal Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-36/print
MR-ARTSTHS,Social Theory,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-35/print
MR-ARTSTHS,Spanish,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-37/print
MR-ARTSTHS,Theatre Studies,https://handbook.unimelb.edu.au/2024/components/mr-artsths-spec-38/print
BH-SCI,BioSciences,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-17/print
BH-SCI,Chemistry,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-20/print
BH-SCI,Earth Sciences,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-22/print
BH-SCI,Ecosystem Science,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-28/print
BH-SCI,Geography,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-25/print
BH-SCI,Agricultural Science,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-24/print
BH-SCI,Animal Science and Management,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-21/print
BH-SCI,Food Science,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-23/print
BH-SCI,Human Nutrition,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-29/print
BH-SCI,"Anatomy and Physiology, and Neuroscience",https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-14/print
BH-SCI,Biochemistry and Pharmacology,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-3/print
BH-SCI,Clinical Pathology,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-19/print
BH-SCI,Medical Biology,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-5/print
BH-SCI,Medicine (Austin Health),https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-6/print
BH-SCI,Medicine (Royal Melbourne Hospital),https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-7/print
BH-SCI,Medicine (St Vincent's Hospital),https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-8/print
BH-SCI,Medicine (Western Health),https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-30/print
BH-SCI,Microbiology and Immunology,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-9/print
BH-SCI,Oral Health Science,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-10/print
BH-SCI,Otolaryngology,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-4/print
BH-SCI,Paediatrics,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-11/print
BH-SCI,Pathology,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-12/print
BH-SCI,Physiotherapy Science,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-31/print
BH-SCI,Population and Global Health,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-18/print
BH-SCI,General Practice and Primary Care,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-15/print
BH-SCI,Optometry and Vision Sciences,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-26/print
BH-SCI,Psychology,https://handbook.unimelb.edu.au/2024/components/bh-sci-infspc-1/print
MC-ARCHCM,300pt Program,https://handbook.unimelb.edu.au/2024/components/mc-archcm-entry-2/print
MC-ARCHCM,400pt Program,https://handbook.unimelb.edu.au/2024/components/mc-archcm-entry-1/print
MC-BIOMENG,Business,https://handbook.unimelb.edu.au/2024/components/mc-biomeng-spec-01/print
097AB,200pt Program - Development Studies,https://handbook.unimelb.edu.au/2024/components/097ab-entry-1/print
097AB,200pt Program - Gender and Development,https://handbook.unimelb.edu.au/2024/components/097ab-entry-4/print
097AB,150pt Program - Development Studies,https://handbook.unimelb.edu.au/2024/components/097ab-entry-2/print
097AB,150pt Program - Gender and Development,https://handbook.unimelb.edu.au/2024/components/097ab-entry-5/print
097AB,100pt Program - Development Studies,https://handbook.unimelb.edu.au/2024/components/097ab-entry-3/print
097AB,100pt Program - Gender and Development,https://handbook.unimelb.edu.au/2024/components/097ab-entry-6/print
MC-CULMC,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-culmc-entry-3/print
MC-CULMC,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-culmc-entry-2/print
MC-CULMC,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-culmc-entry-1/print
MC-MGMTACT,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmtact-entry-1/print
MC-MGMTACT,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmtact-entry-2/print
MC-MUSOP,Singer,https://handbook.unimelb.edu.au/2024/components/mc-musop-infspc-1/print
MC-MUSOP,Repetiteur,https://handbook.unimelb.edu.au/2024/components/mc-musop-infspc-2/print
GD-SC,Applied Mathematics,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-10/print
GD-SC,Chemistry,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-2/print
GD-SC,Discrete Mathematics / Operations Research,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-12/print
GD-SC,Genetics,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-15/print
GD-SC,Geology,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-8/print
GD-SC,Human Geography,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-6/print
GD-SC,Integrated Geography,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-5/print
GD-SC,Medicinal Chemistry,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-3/print
GD-SC,Plant Science,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-1/print
GD-SC,Physical Geography,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-7/print
GD-SC,Physics,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-13/print
GD-SC,Pure Mathematics,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-9/print
GD-SC,Statistics / Stochastic Processes,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-11/print
GD-SC,Zoology,https://handbook.unimelb.edu.au/2024/components/gd-sc-infspc-14/print
D01LF,200pt Program,https://handbook.unimelb.edu.au/2024/components/d01lf-entry-1/print
D01LF,150pt Program,https://handbook.unimelb.edu.au/2024/components/d01lf-entry-2/print
MC-INTEDIB,Diploma Programme,https://handbook.unimelb.edu.au/2024/components/mc-intedib-spec-1/print
MC-INTEDIB,Middle Years Programme,https://handbook.unimelb.edu.au/2024/components/mc-intedib-spec-2/print
MC-INTEDIB,Primary Years Programme,https://handbook.unimelb.edu.au/2024/components/mc-intedib-spec-3/print
MC-PROP,300pt Program,https://handbook.unimelb.edu.au/2024/components/mc-prop-entry-3/print
MC-PROP,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-prop-entry-1/print
038AB,200pt Program,https://handbook.unimelb.edu.au/2024/components/038ab-entry-3/print
038AB,150pt Program,https://handbook.unimelb.edu.au/2024/components/038ab-entry-2/print
038AB,100pt Program,https://handbook.unimelb.edu.au/2024/components/038ab-entry-1/print
MC-LARCH,300pt Program,https://handbook.unimelb.edu.au/2024/components/mc-larch-entry-2/print
MC-LARCH,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-larch-entry-1/print
