Course Code,Major/Minor Name,URL
MC-EMA,200pt Program (2 years full-time),https://handbook.unimelb.edu.au/2024/components/mc-ema-entry-3/print
MC-EMA,200pt Program (1.5 years accelerated),https://handbook.unimelb.edu.au/2024/components/mc-ema-entry-4/print
MC-EMA,150pt Program (1.5 years full-time),https://handbook.unimelb.edu.au/2024/components/mc-ema-entry-2/print
MC-EMA,100pt Program (1 year full-time),https://handbook.unimelb.edu.au/2024/components/mc-ema-entry-1/print
MR-ARTSAST,Philosophy,https://handbook.unimelb.edu.au/2024/components/mr-artsast-spec-11/print
MC-CONTCS,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-contcs-entry-1/print
MC-CONTCS,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-contcs-entry-2/print
MC-CONTCS,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-contcs-entry-3/print
761EM,Change Management,https://handbook.unimelb.edu.au/2024/components/761em-spec-1/print
761EM,Project Management,https://handbook.unimelb.edu.au/2024/components/761em-spec-2/print
MC-DINFENG,Artificial Intelligence,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-4/print
MC-DINFENG,Business,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-9/print
MC-DINFENG,Communication Infrastructure,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-6/print
MC-DINFENG,Construction,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-2/print
MC-DINFENG,Energy,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-13/print
MC-DINFENG,Industry,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-12/print
MC-DINFENG,Information Systems,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-10/print
MC-DINFENG,Information Technology,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-7/print
MC-DINFENG,Land,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-1/print
MC-DINFENG,Mobility,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-3/print
MC-DINFENG,Smart Cities,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-8/print
MC-DINFENG,Sustainable Cities,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-5/print
MC-DINFENG,Water,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-11/print
MC-DINFENG,Cultural Heritage,https://handbook.unimelb.edu.au/2024/components/mc-dinfeng-spec-14/print
GD-ARTS,Anthropology,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-1/print
GD-ARTS,Arabic Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-2/print
GD-ARTS,Art History,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-3/print
GD-ARTS,Asian Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-4/print
GD-ARTS,Chinese Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-6/print
GD-ARTS,Classical Studies and Archaeology,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-7/print
GD-ARTS,Classics (Ancient Greek and Latin),https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-8/print
GD-ARTS,Creative Writing,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-9/print
GD-ARTS,Criminology,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-10/print
GD-ARTS,Digital Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-32/print
GD-ARTS,English and Theatre Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-11/print
GD-ARTS,French Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-12/print
GD-ARTS,Gender Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-13/print
GD-ARTS,German Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-14/print
GD-ARTS,Hebrew and Jewish Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-15/print
GD-ARTS,History,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-16/print
GD-ARTS,History and Philosophy of Science,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-17/print
GD-ARTS,Indigenous Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-5/print
GD-ARTS,Indonesian Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-18/print
GD-ARTS,Islamic Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-19/print
GD-ARTS,Italian Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-20/print
GD-ARTS,Japanese Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-21/print
GD-ARTS,Linguistics and Applied Linguistics,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-22/print
GD-ARTS,Media and Communications,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-23/print
GD-ARTS,Philosophy,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-24/print
GD-ARTS,Politics and International Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-25/print
GD-ARTS,Russian Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-26/print
GD-ARTS,Screen and Cultural Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-27/print
GD-ARTS,Sociology,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-28/print
GD-ARTS,Spanish and Latin American Studies,https://handbook.unimelb.edu.au/2024/components/gd-arts-spec-29/print
ME-DCD,Endodontics,https://handbook.unimelb.edu.au/2024/components/me-dcd-spec-1/print
ME-DCD,Oral Medicine,https://handbook.unimelb.edu.au/2024/components/me-dcd-spec-2/print
ME-DCD,Orthodontics,https://handbook.unimelb.edu.au/2024/components/me-dcd-spec-3/print
ME-DCD,Paediatric Dentistry,https://handbook.unimelb.edu.au/2024/components/me-dcd-spec-4/print
ME-DCD,Periodontics,https://handbook.unimelb.edu.au/2024/components/me-dcd-spec-5/print
ME-DCD,Prosthodontics,https://handbook.unimelb.edu.au/2024/components/me-dcd-spec-6/print
ME-DCD,Special Needs Dentistry,https://handbook.unimelb.edu.au/2024/components/me-dcd-spec-7/print
MC-ED,Arts Education,https://handbook.unimelb.edu.au/2024/components/mc-ed-spec-1/print
MC-ED,Assessment and Pedagogy,https://handbook.unimelb.edu.au/2024/components/mc-ed-spec-2/print
MC-ED,"Equity, Diversity and Social Change",https://handbook.unimelb.edu.au/2024/components/mc-ed-spec-3/print
MC-ED,Policy in a Global Context,https://handbook.unimelb.edu.au/2024/components/mc-ed-spec-7/print
MC-ED,Leadership and Management,https://handbook.unimelb.edu.au/2024/components/mc-ed-spec-4/print
MC-ED,Literacy Education,https://handbook.unimelb.edu.au/2024/components/mc-ed-spec-5/print
MC-ED,Mathematics and Science Education,https://handbook.unimelb.edu.au/2024/components/mc-ed-spec-6/print
MC-ED,Student Wellbeing,https://handbook.unimelb.edu.au/2024/components/mc-ed-spec-9/print
GC-SC,Applied Mathematics,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-11/print
GC-SC,Chemistry,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-2/print
GC-SC,Discrete Mathematics / Operations Research,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-12/print
GC-SC,Genetics,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-5/print
GC-SC,Geology,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-9/print
GC-SC,Human Geography,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-7/print
GC-SC,Integrated Geography,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-6/print
GC-SC,Medicinal Chemistry,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-3/print
GC-SC,Plant Science,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-1/print
GC-SC,Physical Geography,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-8/print
GC-SC,Physics,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-14/print
GC-SC,Pure Mathematics,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-10/print
GC-SC,Statistics / Stochastic Processes,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-13/print
GC-SC,Zoology,https://handbook.unimelb.edu.au/2024/components/gc-sc-infspc-15/print
MC-MECHENG,Aerospace,https://handbook.unimelb.edu.au/2024/components/mc-mecheng-spec-02/print
MC-MECHENG,Business,https://handbook.unimelb.edu.au/2024/components/mc-mecheng-spec-04/print
MC-MECHENG,Manufacturing,https://handbook.unimelb.edu.au/2024/components/mc-mecheng-spec-01/print
MC-MECHENG,Materials,https://handbook.unimelb.edu.au/2024/components/mc-mecheng-spec-03/print
274AB,200pt Program,https://handbook.unimelb.edu.au/2024/components/274ab-entry-3/print
274AB,150pt Program,https://handbook.unimelb.edu.au/2024/components/274ab-entry-2/print
274AB,100pt Program,https://handbook.unimelb.edu.au/2024/components/274ab-entry-1/print
MC-PUBCOM,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-pubcom-entry-3/print
MC-PUBCOM,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-pubcom-entry-2/print
MC-PUBCOM,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-pubcom-entry-1/print
MC-CHEMENG,Business,https://handbook.unimelb.edu.au/2024/components/mc-chemeng-spec-01/print
MC-CHEMENG,Materials and Minerals,https://handbook.unimelb.edu.au/2024/components/mc-chemeng-spec-02/print
MC-CHEMENG,Sustainability and Environment,https://handbook.unimelb.edu.au/2024/components/mc-chemeng-spec-03/print
MC-SOFTENG,Artificial Intelligence,https://handbook.unimelb.edu.au/2024/components/mc-softeng-spec-02/print
MC-SOFTENG,Business,https://handbook.unimelb.edu.au/2024/components/mc-softeng-spec-01/print
MC-SOFTENG,Cyber Security,https://handbook.unimelb.edu.au/2024/components/mc-softeng-spec-04/print
MC-SOFTENG,Distributed Computing,https://handbook.unimelb.edu.au/2024/components/mc-softeng-spec-03/print
MC-SOFTENG,Human Computer Interaction,https://handbook.unimelb.edu.au/2024/components/mc-softeng-spec-05/print
BH-DES,"Architectural History, Theory and Criticism",https://handbook.unimelb.edu.au/2024/components/bh-des-spec-01/print
BH-DES,Urban Planning,https://handbook.unimelb.edu.au/2024/components/bh-des-spec-02/print
BH-DES,Landscape Architecture,https://handbook.unimelb.edu.au/2024/components/bh-des-spec-03/print
MC-CM,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-cm-entry-1/print
MC-CM,300pt Program,https://handbook.unimelb.edu.au/2024/components/mc-cm-entry-2/print
244CW,"Climate, Environment and Health",https://handbook.unimelb.edu.au/2024/components/244cw-infspc-12/print
244CW,Epidemiology and Biostatistics,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-1/print
244CW,Evaluation and Implementation Science,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-11/print
244CW,Gerontology,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-3/print
244CW,Global Health,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-4/print
244CW,Health Economics and Economic Evaluation,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-2/print
244CW,"Health Policy, Systems and Practice",https://handbook.unimelb.edu.au/2024/components/244cw-infspc-6/print
244CW,"Health, Gender and Society",https://handbook.unimelb.edu.au/2024/components/244cw-infspc-9/print
244CW,Indigenous Health,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-8/print
244CW,Infectious Disease Epidemiology,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-7/print
244CW,Sexual Health,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-5/print
244CW,Doctor of Medicine,https://handbook.unimelb.edu.au/2024/components/244cw-infspc-10/print
GD-MUS,Tailored Program,https://handbook.unimelb.edu.au/2024/components/gd-mus-infspc-6/print
GD-MUS,Practical Music,https://handbook.unimelb.edu.au/2024/components/gd-mus-infspc-1/print
GD-MUS,Musicology,https://handbook.unimelb.edu.au/2024/components/gd-mus-infspc-2/print
GD-MUS,Ethnomusicology,https://handbook.unimelb.edu.au/2024/components/gd-mus-infspc-3/print
GD-MUS,Composition,https://handbook.unimelb.edu.au/2024/components/gd-mus-infspc-4/print
GD-MUS,Graduate Diploma in Music Electives,https://handbook.unimelb.edu.au/2024/components/gd-mus-infspc-5/print
MC-DESPROD,Graphic Design,https://handbook.unimelb.edu.au/2024/components/mc-desprod-spec-3/print
MC-DESPROD,Production Design for Screen,https://handbook.unimelb.edu.au/2024/components/mc-desprod-spec-2/print
MC-DESPROD,Stage Design,https://handbook.unimelb.edu.au/2024/components/mc-desprod-spec-1/print
MC-MLED,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mled-entry-1/print
MC-MLED,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mled-entry-2/print
MC-MGMTHRE,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmthre-entry-1/print
MC-MGMTHRE,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmthre-entry-2/print
BH-BMED,"Anatomy and Physiology, and Neuroscience",https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-13/print
BH-BMED,Biochemistry and Pharmacology,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-2/print
BH-BMED,Clinical Pathology,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-18/print
BH-BMED,Critical Care,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-24/print
BH-BMED,Medical Biology,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-4/print
BH-BMED,Medicine (Austin Health),https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-5/print
BH-BMED,Medicine (Royal Melbourne Hospital),https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-6/print
BH-BMED,Medicine (St Vincent's Hospital),https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-7/print
BH-BMED,Medicine (Western Health),https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-22/print
BH-BMED,Microbiology and Immunology,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-8/print
BH-BMED,Oral Health Science,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-9/print
BH-BMED,Hearing Sciences (Otolaryngology),https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-3/print
BH-BMED,Paediatrics,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-10/print
BH-BMED,Pathology,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-11/print
BH-BMED,Population and Global Health,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-17/print
BH-BMED,General Practice and Primary Care,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-14/print
BH-BMED,Psychology,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-21/print
BH-BMED,Vision Sciences,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-20/print
BH-BMED,Physiotherapy Science,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-25/print
BH-BMED,BioSciences,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-16/print
BH-BMED,Human Nutrition,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-23/print
BH-BMED,Veterinary Bioscience,https://handbook.unimelb.edu.au/2024/components/bh-bmed-infspc-19/print
MC-MLED,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mled-entry-1/print
MC-MLED,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mled-entry-2/print
MC-IR,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-ir-entry-2/print
MC-IR,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-ir-entry-3/print
MC-IR,100pt Program,https://handbook.unimelb.edu.au/2024/components/mc-ir-entry-1/print
MC-MGMTFIN,150pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmtfin-entry-1/print
MC-MGMTFIN,200pt Program,https://handbook.unimelb.edu.au/2024/components/mc-mgmtfin-entry-2/print
GCA-SCI,BioSciences,https://handbook.unimelb.edu.au/2024/components/gca-sci-spec-1/print
GCA-SCI,Chemistry,https://handbook.unimelb.edu.au/2024/components/gca-sci-spec-2/print
GCA-SCI,Computer Science,https://handbook.unimelb.edu.au/2024/components/gca-sci-spec-3/print
GCA-SCI,Earth Sciences,https://handbook.unimelb.edu.au/2024/components/gca-sci-spec-4/print
GCA-SCI,Mathematics and Statistics,https://handbook.unimelb.edu.au/2024/components/gca-sci-spec-5/print
GCA-SCI,Physics,https://handbook.unimelb.edu.au/2024/components/gca-sci-spec-6/print
MC-APPANA,Education Analytics,https://handbook.unimelb.edu.au/2024/components/mc-appana-spec-1/print
MC-APPANA,Health Analytics,https://handbook.unimelb.edu.au/2024/components/mc-appana-spec-2/print
MC-APPANA,Psychology Analytics,https://handbook.unimelb.edu.au/2024/components/mc-appana-spec-3/print
MC-APPANA,Urban Analytics,https://handbook.unimelb.edu.au/2024/components/mc-appana-spec-4/print
MC-CLIND,Prosthodontics,https://handbook.unimelb.edu.au/2024/components/mc-clind-spec-1/print
MC-PRODDES,Stage,https://handbook.unimelb.edu.au/2024/components/mc-proddes-spec-1/print
MC-PRODDES,Screen,https://handbook.unimelb.edu.au/2024/components/mc-proddes-spec-2/print
MC-ENG,Biochemical,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-1/print
MC-ENG,Biomedical,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-2/print
MC-ENG,Biomedical with Business,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-3/print
MC-ENG,Chemical,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-4/print
MC-ENG,Chemical with Business,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-5/print
MC-ENG,Civil,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-6/print
MC-ENG,Civil with Business,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-7/print
MC-ENG,Electrical,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-8/print
MC-ENG,Electrical with Business,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-9/print
MC-ENG,Environmental,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-10/print
MC-ENG,Materials,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-18/print
MC-ENG,Mechanical,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-11/print
MC-ENG,Mechanical with Business,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-12/print
MC-ENG,Mechanical with Aerospace,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-19/print
MC-ENG,Mechatronics,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-13/print
MC-ENG,Software,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-14/print
MC-ENG,Software with Business,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-15/print
MC-ENG,Spatial,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-16/print
MC-ENG,Structural,https://handbook.unimelb.edu.au/2024/components/mc-eng-spec-17/print
MC-SPATENG,Business,https://handbook.unimelb.edu.au/2024/components/mc-spateng-spec-03/print
MC-SPATENG,Computational Systems,https://handbook.unimelb.edu.au/2024/components/mc-spateng-spec-02/print
MC-SPATENG,Environmental Systems,https://handbook.unimelb.edu.au/2024/components/mc-spateng-spec-04/print
MC-SPATENG,Land Systems,https://handbook.unimelb.edu.au/2024/components/mc-spateng-spec-01/print
441ME,Development,https://handbook.unimelb.edu.au/2024/components/441me-major-2/print
441ME,Conservation and Restoration,https://handbook.unimelb.edu.au/2024/components/441me-major-3/print
441ME,Integrated Water Catchment Management,https://handbook.unimelb.edu.au/2024/components/441me-major-4/print
441ME,Energy Studies,https://handbook.unimelb.edu.au/2024/components/441me-major-5/print
441ME,Waste Management,https://handbook.unimelb.edu.au/2024/components/441me-major-6/print
441ME,Environment and Public Health,https://handbook.unimelb.edu.au/2024/components/441me-major-7/print
441ME,Education and Social Change,https://handbook.unimelb.edu.au/2024/components/441me-major-8/print
441ME,"Governance, Policy and Markets",https://handbook.unimelb.edu.au/2024/components/441me-major-9/print
441ME,"Sustainable Cities, Sustainable Regions",https://handbook.unimelb.edu.au/2024/components/441me-major-10/print
441ME,Sustainable Forests,https://handbook.unimelb.edu.au/2024/components/441me-major-11/print
441ME,Energy Efficiency Modelling and Implementation,https://handbook.unimelb.edu.au/2024/components/441me-major-12/print
441ME,Climate Change,https://handbook.unimelb.edu.au/2024/components/441me-major-13/print
441ME,Environmental Science,https://handbook.unimelb.edu.au/2024/components/441me-major-1/print
441ME,Tailored Specialisation,https://handbook.unimelb.edu.au/2024/components/441me-major-14/print
